name;address;province;city;pinAddress;phone;latitude;longitude;teamCode
74. AGRES ID X INTEL;JL. MANGGA DUA RAYA  LANTAI DASAR BLOK A LC01  MANGGA DUA SELATAN, KEC. SAWAH BESAR  JAKARTA PUSAT 10730;DKI Jakarta;Jakarta Pusat;Jl. Mangga Dua Raya, RT.17/RW.1'1. Mangga Dua Sel., Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10740;0811-1998-4675;-6.138936889;106.828707;JKT05-RHC11
75. AGRES ID;JL. MANGGA DUA RAYA  LANTAI 1 BLOK B1 NO. 48  MANGGA DUA SELATAN, KEC. SAWAH BESAR  JAKARTA PUSAT 10730;DKI Jakarta;Jakarta Pusat;Jl. Mangga Dua Raya, RT.17/RW.1'1. Mangga Dua Sel., Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10741;0811-1320-6925;-6.138936889;106.828707;JKT05-RHC12
76. GAMER ID INTEL;JL. MANGGA DUA RAYA  LANTAI 1 BLOK B1 NO. 47  MANGGA DUA SELATAN, KEC. SAWAH BESAR  JAKARTA PUSAT 10730;DKI Jakarta;Jakarta Pusat;Jl. Mangga Dua Raya, RT.17/RW.1'1. Mangga Dua Sel., Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10742;0811-1320-6929;-6.138936889;106.828707;JKT05-RHC13
77. AGRES ID X LEGION;JL. MANGGA DUA RAYA  LANTAI 1 BLOK B NO. 86  MANGGA DUA SELATAN, KEC. SAWAH BESAR  JAKARTA PUSAT 10730;DKI Jakarta;Jakarta Pusat;Jl. Mangga Dua Raya, RT.17/RW.1'1. Mangga Dua Sel., Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10743;0811-1923-8066;-6.138936889;106.828707;JKT05-RHC14
78. AGRES ID X AMD;JL. MANGGA DUA RAYA  LANTAI DASAR LOBBY UTAMA BLOK LC01 A NO. 5  MANGGA DUA SELATAN, KEC. SAWAH BESAR  JAKARTA PUSAT 10730;DKI Jakarta;Jakarta Pusat;Jl. Mangga Dua Raya, RT.17/RW.1'1. Mangga Dua Sel., Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10744;0811-1902-9538;-6.138936889;106.828707;JKT05-RHC15
79. AGRES ID;JL. MANGGA DUA RAYA LANTAI 1 BLOK B NO M7-M8  MANGGA DUA SELATAN, KEC. SAWAH BESAR  JAKARTA PUSAT 10730;DKI Jakarta;Jakarta Pusat;Jl. Mangga Dua Raya, RT.17/RW.1'1. Mangga Dua Sel., Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10745;0811-1918-2731;-6.138936889;106.828707;JKT05-RHC16
80. AGRES ID X KENRICH ASUS;JL. MANGGA DUA RAYA  LANTAI 1 BLOK B NO. 84 & 97  MANGGA DUA SELATAN, KEC. SAWAH BESAR  JAKARTA PUSAT 10730;DKI Jakarta;Jakarta Pusat;Jl. Mangga Dua Raya, RT.17/RW.1'1. Mangga Dua Sel., Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10746;0811-1053-8929;-6.138936889;106.828707;JKT05-RHC17
81. AGRES ID X ASUS STORE;JL. MANGGA DUA RAYA  LANTAI DASAR LOBBY UTAMA BLOK LC01 A NO. 3  MANGGA DUA SELATAN, KEC. SAWAH BESAR  JAKARTA PUSAT 10730;DKI Jakarta;Jakarta Pusat;Jl. Mangga Dua Raya, RT.17/RW.1'1. Mangga Dua Sel., Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10747;0811-1320-6926;-6.138936889;106.828707;JKT05-RHC18
82. AGRES ID X JCC INTEL;JL. MANGGA DUA RAYA  RUKO HARCO MANGGA DUA BLOK M NO. 1  MANGGA DUA SELATAN, KEC. SAWAH BESAR  JAKARTA PUSAT 10730;DKI Jakarta;Jakarta Pusat;HARCO, Ruko No.1 BLOK M, Mangga Dua Sel., Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 11730;0811-1053-8933;-6.13780614;106.8291127;JKT05-RHC20
83. AGRES ID;JL. LETJEN SUPRAPTO KAV. 1  LANTAI 4 ATRIUM TIMUR NO. 10-13  SUMUR BATU, KEC. KEMAYORAN  JAKARTA PUSAT 10640;DKI Jakarta;Jakarta Pusat;Jl. Letjen Suprapto.Kav. '1. RW No.8 Lantai 5, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10640;0811-9003-4898;-6.164415646;106.877561;JKT05-RIC01
84. AGRES ID X INTEL;JL. LETJEN SUPRAPTO KAV. 1  LANTAI 4 BLOK K NO. 885 & 889  SUMUR BATU, KEC. KEMAYORAN  JAKARTA PUSAT 10640;DKI Jakarta;Jakarta Pusat;Jl. Letjen Suprapto.Kav. '1. RW No.8 Lantai 5, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10640;0811-1053-8928;-6.164415646;106.877561;JKT05-RIC02
85. AGRES ID & FONE;JL. LETJEN SUPRAPTO KAV. 1  LANTAI 4 ATRIUM TIMUR NO. 16  SUMUR BATU, KEC. KEMAYORAN  JAKARTA PUSAT 10640;DKI Jakarta;Jakarta Pusat;Jl. Letjen Suprapto.Kav. '1. RW No.8 Lantai 5, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10640;0811-9003-4897;-6.164415646;106.877561;JKT05-RIC03
86. AGRES ID & FONE;JL. LETJEN SUPRAPTO KAV. 1  VOID TIMUR LANTAI 4 BLOK K 937-938  SUMUR BATU, KEC. KEMAYORAN  JAKARTA PUSAT 10640;DKI Jakarta;Jakarta Pusat;Jl. Letjen Suprapto.Kav. '1. RW No.8 Lantai 5, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10640;0811-8112-9625;-6.164415646;106.877561;JKT05-RIC04
87. AGRES ID X INTEL;JL. RS. FATMAWATI RAYA NO. 39  LANTAI DASAR ATRIUM A2 & A3  CIPETE UTARA, KEC. KEBAYORAN BARU  JAKARTA SELATAN 12150;DKI Jakarta;Jakarta Selatan;Jl. ITC Fatmawati Jl. RS. Fatmawati Raya No.39, RT.1/RW.5, Cipete Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150;0811-1053-8933;-6.263788266;106.7983462;JKT05-RIF01
88. AGRES ID & FONE;JL. RS. FATMAWATI RAYA NO. 39  LANTAI DASAR ATRIUM C2 & C3  CIPETE UTARA, KEC. KEBAYORAN BARU  JAKARTA SELATAN 12150;DKI Jakarta;Jakarta Selatan;Jl. ITC Fatmawati Jl. RS. Fatmawati Raya No.39, RT.1/RW.5, Cipete Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150;0811-1232-1138;-6.263788266;106.7983462;JKT05-RIF02
89. AGRES ID X ACER STORE;JL. BOULEVARD BARAT RAYA NO. 12  LANTAI 2 NO. 2F-C11C  KELAPA GADING BARAT, KEC. KELAPA GADING  JAKARTA UTARA 14240;DKI Jakarta;Jakarta Utara;Jl. Boulevard Bar. Raya No.12, RT.18/RW.19, Klp. Gading Bar., Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14240;0811-1053-8924;-6.151236224;106.8919056;JKT05-RMI01
90. GAMER ID AMD;JL. MANGGA DUA RAYA NO. 1  LANTAI DASAR NO. 34  MANGGA DUA SELATAN, SAWAH BESAR  JAKARTA PUSAT 10730;DKI Jakarta;Jakarta Pusat;Jl. Mangga Dua Raya No.'1. Mangga Dua Sel., Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10730;0811-1232-1129;-6.136511559;106.823051;JKT05-RMM09
91. AGRES ID X AMD;JL. MANGGA DUA RAYA NO. 1  LANTAI 1 NO. 3A-3B  MANGGA DUA SELATAN, SAWAH BESAR  JAKARTA PUSAT 10730;DKI Jakarta;Jakarta Pusat;Jl. Mangga Dua Raya No.'1. Mangga Dua Sel., Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10731;0811-1232-1130;-6.136511559;106.823051;JKT05-RMM10
92. AGRES ID & FONE;JL. MANGGA DUA RAYA NO. 1  LANTAI 1 NO. 5A-B  MANGGA DUA SELATAN, SAWAH BESAR  JAKARTA PUSAT 10730;DKI Jakarta;Jakarta Pusat;Jl. Mangga Dua Raya No.'1. Mangga Dua Sel., Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10732;0811-9006-1386;-6.136511559;106.823051;JKT05-RMM11
93. AGRES ID;JL. MANGGA DUA RAYA NO. 1  LANTAI 3 NO. 3B   MANGGA DUA SELATAN, SAWAH BESAR  JAKARTA PUSAT 10730;DKI Jakarta;Jakarta Pusat;Jl. Mangga Dua Raya No.'1. Mangga Dua Sel., Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10733;0811-1232-1132;-6.136511559;106.823051;JKT05-RMM12
94. GAMER ID;JL. MANGGA DUA RAYA NO. 1  LANTAI 2 NO. 28A  MANGGA DUA SELATAN, SAWAH BESAR  JAKARTA PUSAT 10730;DKI Jakarta;Jakarta Pusat;Jl. Mangga Dua Raya No.'1. Mangga Dua Sel., Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10734;0811-9001-7993;-6.136511559;106.823051;JKT05-RMM01
95. AGRES ID;JL. MANGGA DUA RAYA NO. 1  LANTAI 2 NO. 2A  MANGGA DUA SELATAN, SAWAH BESAR  JAKARTA PUSAT 10730;DKI Jakarta;Jakarta Pusat;Jl. Mangga Dua Raya No.'1. Mangga Dua Sel., Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10735;0811-1232-1137;-6.136511559;106.823051;JKT05-RMM02
96. GAMER ID;JL. MANGGA DUA RAYA NO. 1  LANTAI 1 NO. 17B   MANGGA DUA SELATAN, SAWAH BESAR  JAKARTA PUSAT 10730;DKI Jakarta;Jakarta Pusat;Jl. Mangga Dua Raya No.'1. Mangga Dua Sel., Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10736;0811-1232-1136;-6.136511559;106.823051;JKT05-RMM03
97. AGRES ID X LEGION;JL. MANGGA DUA RAYA NO. 1  LANTAI 2 NO. 5A  MANGGA DUA SELATAN, SAWAH BESAR  JAKARTA PUSAT 10730;DKI Jakarta;Jakarta Pusat;Jl. Mangga Dua Raya No.'1. Mangga Dua Sel., Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10737;0811-1232-1139;-6.136511559;106.823051;JKT05-RMM07
98. AGRES ID X ROG;JL. MANGGA DUA RAYA NO. 1  LANTAI DASAR ATRIUM  MANGGA DUA SELATAN, SAWAH BESAR  JAKARTA PUSAT 10730;DKI Jakarta;Jakarta Pusat;Jl. Mangga Dua Raya No.'1. Mangga Dua Sel., Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10738;0811-1914-1686;-6.136511559;106.823051;JKT05-RMM06
99. AGRES ID X PREDATOR;JL. MANGGA DUA RAYA NO. 1  LANTAI DASAR ATRIUM  MANGGA DUA SELATAN, SAWAH BESAR  JAKARTA PUSAT 10730;DKI Jakarta;Jakarta Pusat;Jl. Mangga Dua Raya No.'1. Mangga Dua Sel., Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10739;0811-1914-6061;-6.136511559;106.823051;JKT05-RMM08
100. AGRES ID X LEGION;JL. MANGGA DUA RAYA NO. 1  LANTAI DASAR ATRIUM  MANGGA DUA SELATAN, SAWAH BESAR  JAKARTA PUSAT 10730;DKI Jakarta;Jakarta Pusat;Jl. Mangga Dua Raya No.'1. Mangga Dua Sel., Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10740;0811-1914-6066;-6.136511559;106.823051;JKT05-RMM15
101. AGRES ID X MSI;JL. MANGGA DUA RAYA NO. 1  LANTAI DASAR ATRIUM  MANGGA DUA SELATAN, SAWAH BESAR  JAKARTA PUSAT 10730;DKI Jakarta;Jakarta Pusat;Jl. Mangga Dua Raya No.'1. Mangga Dua Sel., Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10741;0811-1918-2728;-6.136511559;106.823051;JKT05-RMM13
102. AGRES ID;JL. MANGGA DUA RAYA NO. 1  LANTAI 2 NO. 16  MANGGA DUA SELATAN, SAWAH BESAR  JAKARTA PUSAT 10730;DKI Jakarta;Jakarta Pusat;Jl. Mangga Dua Raya No.'1. Mangga Dua Sel., Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10742;0811-1914-1690;-6.136511559;106.823051;JKT05-RMM05
103. GAMER ID ASUS;JL. MANGGA DUA RAYA NO. 1  LANTAI 2 NO. 44  MANGGA DUA SELATAN, SAWAH BESAR  JAKARTA PUSAT 10730;DKI Jakarta;Jakarta Pusat;Jl. Mangga Dua Raya No.'1. Mangga Dua Sel., Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10743;0811-1907-9853;-6.136511559;106.823051;JKT05-RMM14
104. AGRES ID X INTEL LENOVO;JL. MANGGA DUA RAYA NO. 1  LANTAI 2 NO. 6  MANGGA DUA SELATAN, SAWAH BESAR  JAKARTA PUSAT 10730;DKI Jakarta;Jakarta Pusat;Jl. Mangga Dua Raya No.'1. Mangga Dua Sel., Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10744;0811-1993-8109;-6.136511559;106.823051;JKT05-RMM16
105. AGRES ID;JL. MANGGA DUA RAYA NO. 1  LANTAI 2 NO. 46  MANGGA DUA SELATAN, SAWAH BESAR  JAKARTA PUSAT 10730;DKI Jakarta;Jakarta Pusat;Jl. Mangga Dua Raya No.'1. Mangga Dua Sel., Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10745;0811-1253-4381;-6.136511559;106.823051;JKT05-RMM04
106. AGRES ID;JL. MANGGA DUA RAYA NO. 1  LANTAI 2 NO. 5B  MANGGA DUA SELATAN, SAWAH BESAR  JAKARTA PUSAT 10730;DKI Jakarta;Jakarta Pusat;Jl. Mangga Dua Raya No.'1. Mangga Dua Sel., Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10746;To Be Announced;-6.136511559;106.823051;JKT05-RMM17
107. AGRES ID X INTEL;JL. PESANGGRAHAN NO. 28F  KEMBANGAN SELATAN, KEC. KEMBANGAN  JAKARTA BARAT 11610;DKI Jakarta;Jakarta Barat;Jl. Pesanggrahan No.28 F, RT.1/RW.6, Kembangan Sel., Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610;0811-1907-9852;-6.185279441;106.7541579;JKT05-RPP01
108. AGRES ID X INTEL;JL. R.A. KARTINI NO. 1  LANTAI 2 NO. 41B  LEBAK BULUS, KEC. CILANDAK  JAKARTA SELATAN 12440;DKI Jakarta;Jakarta Selatan;Jl. R.A. Kartini No.'1. RT.9/RW.7, Lb. Bulus, Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12440;0811-1918-2732;-6.289663895;106.7781836;JKT05-RPS01
109. AGRES ID X INTEL;JL. R.A. KARTINI NO. 1  LANTAI 2 NO. 57&73  LEBAK BULUS, KEC. CILANDAK  JAKARTA SELATAN 12440;DKI Jakarta;Jakarta Selatan;Jl. R.A. Kartini No.'1. RT.9/RW.7, Lb. Bulus, Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12440;0811-1998-3961;-6.289663895;106.7781836;JKT05-RPS02
110. GAMER ID;JL. R.A. KARTINI NO. 1  LANTAI 2 NO. 55  LEBAK BULUS, KEC. CILANDAK  JAKARTA SELATAN 12440;DKI Jakarta;Jakarta Selatan;Jl. R.A. Kartini No.'1. RT.9/RW.7, Lb. Bulus, Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12440;0811-1998-3962;-6.289663895;106.7781836;JKT05-RPS03
111. AGRES ID & FONE;JL. ARIF RAHMAN HAKIM NO. 11  NAGASARI, KEC. KARAWANG BARAT  JAWA BARAT 41312;DKI Jakarta;Jakarta Barat;Jl. Arif Rahman Hakim No.1'1. Nagasari, Kec. Karawang Bar., Karawang, Jawa Barat 41312;?081-1125-3438;-6.305790985;107.3006636;KWG05-RKW01
112. AGRES ID & FONE INTEL;JL. ARIF RAHMAN HAKIM NO. 8  NAGASARI, KEC. KARAWANG BARAT  JAWA BARAT 41312;DKI Jakarta;Jakarta Barat;Jl. Arif Rahman Hakim No.1'1. Nagasari, Kec. Karawang Bar., Karawang, Jawa Barat 41313;0811-1253-4382;-6.305790985;107.3006636;KWG05-RKW02
113. AGRES ID & FONE;JL. ARIF RAHMAN HAKIM NO. 12C  NAGASARI, KEC. KARAWANG BARAT  JAWA BARAT 41312;DKI Jakarta;Jakarta Barat;Jl. Arif Rahman Hakim No.1'1. Nagasari, Kec. Karawang Bar., Karawang, Jawa Barat 41314;0811-9002-9690;-6.305790985;107.3006636;KWG05-RKW03
114. AGRES ID & FONE;JL. VETERAN NO 73  RUKO TAMAN PEMBAHARUAN, PURWAKARTA;Jawa Barat;Purwakarta;RUKO TAMAN PEMBAHARUAN, Jl. Veteran No.7'3. Nagri Kaler, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41115;0811-8114-2693;-6.534773886;107.4448699;PWK05-RPW01
115. AGRES ID & FONE INTEL;JL. JENDRAL AHMAD YANI NO 14  CIWAKTU, KEC. SERANG  BANTEN 42118;Banten;Serang;Jl. Ahmad Yani No.14, Cimuncang, Kec. Serang, Kota Serang, Banten 42117;0811-9003-4902;-6.118701042;106.1586175;SRG05-RSG01
116. AGRES ID & FONE;JL. JENDRAL AHMAD YANI NO 97A  SUMUR PECUNG, KEC. SERANG  BANTEN 42117;Banten;Serang;Jl. Jenderal Ahmad Yani Serang No.97A, Sumurpecung, Kec. Serang, Kota Serang, Banten 42117;0811-9004-7497;-6.119226357;106.1648489;SRG05-RSG02
117. AGRES ID & FONE;JL. RE MARTADINATA NO 84  KEBONJATI, KEC. CIKOLE  JAWA BARAT 43113;Jawa Barat;Sukabumi;Jl. R. E. Martadinata No.84, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113;0811-9004-7496;-6.920472798;106.9336246;SBM05-RSB01
118. AGRES ID & FONE;JL. JEND. A. YANI NO. 161 GUNUNGPARANG, KEC. CIKOLE  JAWA BARAT 43113;Jawa Barat;Sukabumi;Jl. A. Yani No.16'1. Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111;0811-8114-2696;-6.922089743;106.9298647;SBM05-RSB02
119. AGRES ID;JL. GEMBONG NO. 20  LANTAI 2 P6  KAPASAN, KEC. SIMOKERTO  JAWA TIMUR 60141;Jawa Timur;Surabaya;Jl. Gembong No.20 - 30, Kapasan, Kec. Simokerto, Surabaya, Jawa Timur 60141;0877-4089-6509;-7.241325231;112.7460266;SBY05-RSI01
120. AGRES ID;JL. GEMBONG NO. 20  LANTAI 2 BLOK H2 NO. 1-3A  KAPASAN, KEC. SIMOKERTO  JAWA TIMUR 60141;Jawa Timur;Surabaya;Jl. Gembong No.20 - 30, Kapasan, Kec. Simokerto, Surabaya, Jawa Timur 60141;0817-0352-2227;-7.241325231;112.7460266;SBY05-RSI02
121. AGRES ID X AMD;JL. AHMAD YANI NO. 73  LANTAI DASAR BLOK D6  MARGOREJO, KEC. WONOCOLO  JAWA TIMUR 60238;Jawa Timur;Surabaya;Jl. Ahmad Yani No.7'3. Margorejo, Kec. Wonocolo, Surabaya, Jawa Timur 60238;0895-3217-3337;-7.315258645;112.7356433;SBY05-RSM01
122. GAMER ID INTEL;JL. AHMAD YANI NO. 73  LOBBY UTAMA PINTU 2 BLOK FB 1  MARGOREJO, KEC. WONOCOLO  JAWA TIMUR 60238;Jawa Timur;Surabaya;Jl. Ahmad Yani No.7'3. Margorejo, Kec. Wonocolo, Surabaya, Jawa Timur 60239;0811-1997-2607;-7.315258645;112.7356433;SBY05-RSM02
123. AGRES ID X INTEL;JL. AHMAD YANI NO. 73  LOBBY UTAMA PINTU 2 BLOK FB 3  MARGOREJO, KEC. WONOCOLO  JAWA TIMUR 60238;Jawa Timur;Surabaya;Jl. Ahmad Yani No.7'3. Margorejo, Kec. Wonocolo, Surabaya, Jawa Timur 60240;0811-1997-2606;-7.315258645;112.7356433;SBY05-RSM03
124. AGRES ID X INTEL;JL. BINTARO UTAMA 3A NO. 81  LANTAI 2 M-16  PONDOK KARYA, KEC. PONDOK AREN  BANTEN 15225;Banten;Tangerang Selatan;Jl. Bintaro Utama 3A No.8'1. Pd. Karya, Kec. Pd. Aren, Kota Tangerang Selatan, Banten 15225;0811-1907-9851;-6.272619173;106.7424505;TNG05-RBJ01
125. AGRES ID X LEGION;JL. PAHLAWAN SERIBU NO. 12  LANTAI 1 BLOK C9 NO. '1.2,7 & 8  LENGKONG WETAN, KEC. SERPONG  BANTEN 15310;Banten;Tangerang Selatan;Jl. Pahlawan Seribu No.12, Lengkong Wetan, Kec. Serpong, Kota Tangerang Selatan, Banten 15310;0811-1998-4673;-6.286115262;106.6649334;TNG05-RBS01
126. AGRES ID X LEGION;JL. PAHLAWAN SERIBU NO. 12  LANTAI 1 BLOK C6 NO. 1 & 8  LENGKONG WETAN, KEC. SERPONG  BANTEN 15310;Banten;Tangerang Selatan;Jl. Pahlawan Seribu No.12, Lengkong Wetan, Kec. Serpong, Kota Tangerang Selatan, Banten 15311;0811-1998-4676;-6.286115262;106.6649334;TNG05-RBS04
127. AGRES ID X LEGION;JL. PAHLAWAN SERIBU NO. 12  LANTAI 1 BLOK D9 NO. 1 & 2  LENGKONG WETAN, KEC. SERPONG  BANTEN 15310;Banten;Tangerang Selatan;Jl. Pahlawan Seribu No.12, Lengkong Wetan, Kec. Serpong, Kota Tangerang Selatan, Banten 15312;0811-1998-4677;-6.286115262;106.6649334;TNG05-RBS05
128. GAMER ID;JL. PAHLAWAN SERIBU NO. 12  LANTAI 1 BLOK D3 NO. 3  LENGKONG WETAN, KEC. SERPONG  BANTEN 15310;Banten;Tangerang Selatan;Jl. Pahlawan Seribu No.12, Lengkong Wetan, Kec. Serpong, Kota Tangerang Selatan, Banten 15313;0811-1998-4678;-6.286115262;106.6649334;TNG05-RBS06
129. GAMER ID;JL. PAHLAWAN SERIBU NO. 12  LANTAI 1 BLOK D10 NO. 5  LENGKONG WETAN, KEC. SERPONG  BANTEN 15310;Banten;Tangerang Selatan;Jl. Pahlawan Seribu No.12, Lengkong Wetan, Kec. Serpong, Kota Tangerang Selatan, Banten 15314;0811-1998-4679;-6.286115262;106.6649334;TNG05-RBS07
130. AGRES ID & FONE;JL. CITRA RAYA BOULEVARD, CIAKAR, KEC. PANONGAN, KABUPATEN TANGERANG, BANTEN 15710;Banten;Tangerang;Jl. Citra Raya Boulevard, Ciakar, Kec. Panongan, Kabupaten Tangerang, Banten 15710;To Be Announced;-6.26064369;106.5250152;TNG05-RCR01
131. AGRES ID X AMD;JL. BOULEVARD DIPENOGORO NO. 105  LANTAI FF BLOK PC NO. 6 & 8  BENCONGAN, KEC. KELAPA DUA  BANTEN 15810;Banten;Tangerang;Jl. Boulevard Diponegoro No.105, Bencongan, Kec. Klp. Dua, Kabupaten Tangerang, Banten 15810;0811-1914-6051;-6.226667541;106.6070233;TNG05-RKI01
132. AGRES ID X ASUS;JL. BOULEVARD DIPENOGORO NO. 105  LANTAI FF BLOK G5 NO. 1 & 6  BENCONGAN, KEC. KELAPA DUA  BANTEN 15810;Banten;Tangerang;Jl. Boulevard Diponegoro No.105, Bencongan, Kec. Klp. Dua, Kabupaten Tangerang, Banten 15811;0811-1923-8069;-6.226667541;106.6070233;TNG05-RKI02
133. AGRES ID;JL. BOULEVARD DIPENOGORO NO. 105  LANTAI FF BLOK A5 NO. 11-12  BENCONGAN, KEC. KELAPA DUA  BANTEN 15810;Banten;Tangerang;Jl. Boulevard Diponegoro No.105, Bencongan, Kec. Klp. Dua, Kabupaten Tangerang, Banten 15812;0811-1914-6053;-6.226667541;106.6070233;TNG05-RKI03
134. AGRES ID X INTEL;JL. BOULEVARD DIPENOGORO NO. 105  LANTAI FF EXH 3A & FF PC 7 & 8  BENCONGAN, KEC. KELAPA DUA  BANTEN 15810;Banten;Tangerang;Jl. Boulevard Diponegoro No.105, Bencongan, Kec. Klp. Dua, Kabupaten Tangerang, Banten 15813;0811-1914-6054;-6.226667541;106.6070233;TNG05-RKI04
135. AGRES ID X INTEL;JL. BOULEVARD DIPENOGORO NO. 105  LANTAI FF EXH 3A & FF PC 7 & 8  BENCONGAN, KEC. KELAPA DUA  BANTEN 15810;Banten;Tangerang;Jl. Boulevard Diponegoro No.105, Bencongan, Kec. Klp. Dua, Kabupaten Tangerang, Banten 15814;0811-1914-6055;-6.226667541;106.6070233;TNG05-RKI05
136. GAMER ID;JL. BOULEVARD DIPENOGORO NO. 105  LANTAI FF BLOK J1 NO. 3-3A  BENCONGAN, KEC. KELAPA DUA  BANTEN 15810;Banten;Tangerang;Jl. Boulevard Diponegoro No.105, Bencongan, Kec. Klp. Dua, Kabupaten Tangerang, Banten 15815;0811-1914-6056;-6.226667541;106.6070233;TNG05-RKI06
137. AGRES ID X CYBER MEDIA COMPUTER;JL. BOULEVARD DIPENOGORO NO. 105  LANTAI FF BLOK H3A NO. 1-2  BENCONGAN, KEC. KELAPA DUA  BANTEN 15810;Banten;Tangerang;Jl. Boulevard Diponegoro No.105, Bencongan, Kec. Klp. Dua, Kabupaten Tangerang, Banten 15816;0811-1914-6057;-6.226667541;106.6070233;TNG05-RKI07
138. AGRES ID X LEXCOMP;JL. BOULEVARD DIPENOGORO NO. 105  LANTAI FF BLOK H3 NO. 1-2  BENCONGAN, KEC. KELAPA DUA  BANTEN 15810;Banten;Tangerang;Jl. Boulevard Diponegoro No.105, Bencongan, Kec. Klp. Dua, Kabupaten Tangerang, Banten 15817;0811-1914-6058;-6.226667541;106.6070233;TNG05-RKI08
139. GAMER ID;JL. BOULEVARD DIPENOGORO NO. 105  LANTAI FF BLOK I3A NO. 1-2  BENCONGAN, KEC. KELAPA DUA  BANTEN 15810;Banten;Tangerang;Jl. Boulevard Diponegoro No.105, Bencongan, Kec. Klp. Dua, Kabupaten Tangerang, Banten 15818;0811-1914-6052;-6.226667541;106.6070233;TNG05-RKI10
140. AGRES ID;JL. BOULEVARD DIPENOGORO NO. 105  LANTAI FF BLOK G7 NO. '1. 2, & 3A  BENCONGAN, KEC. KELAPA DUA  BANTEN 15810;Banten;Tangerang;Jl. Boulevard Diponegoro No.105, Bencongan, Kec. Klp. Dua, Kabupaten Tangerang, Banten 15819;0811-1914-6063;-6.226667541;106.6070233;TNG05-RKI11
141. AGRES ID X ROG STORE PIK;PELATARAN RUKO BEACH BOULEVARD BLOK D NO. 01;DKI Jakarta;Jakarta Utara;Kawasan Pantai Maju, Ruko Beach Boulevard, Golf Island Jl. Pantai Indah Kapuk Blok.D No.'1. Jkt Utara, Daerah Khusus Ibukota Jakarta 14460;0812-3900-3800;-6.094162119;106.7399784;TNG05-RPI02
